(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.4488451072827013)
(0.3202617915639591, 0.32071582580350677, 1.2201865706973356)
(0.3198064630146382, 0.3201045833670713, 0.9305524243558723)
(0.32104208551436253, 0.3209973334182502, 0.6256743755753844)
(0.32251531120455434, 0.32138896038548276, 0.259820717038799)
(0.32175871442651593, 0.32148117057682907, -0.12127684393681071)
(0.32308340975120614, 0.32072688421711626, -0.5176183073514449)
(0.32308340975120614, 0.32072688421711626, -0.9139597707660789)
(0.3284555012785798, 0.31063468680996437, -1.0816426975953473)
(0.3345298457706053, 0.2983331684539118, -1.112130502473396)
(0.33857940876528897, 0.29013215621654337, -1.112130502473396)
(0.3407204833359636, 0.2852452422132898, -1.1578622097904692)
(0.3437304400841086, 0.2774200220726566, -1.2035939171075423)
(0.3478244633049904, 0.26512648557571794, -1.2493256244246154)
(0.3526497115478415, 0.24986502632287022, -1.2645695268636397)
(0.35767910230511507, 0.23307147901184538, -1.279813429302664)
(0.3628669470117416, 0.2147364130246769, -1.2950573317416882)
(0.3677747018308315, 0.19632439738027782, -1.3103012341807125)
(0.3732713872282122, 0.17570293985855084, -1.3103012341807125)
(0.3777893751117301, 0.15640775459023792, -1.3407890390587613)
(0.3821081993525292, 0.14020518082316674, -1.3103012341807125)
(0.38747496778000845, 0.11876294406139734, -1.3255451366197368)
(0.39265667522722975, 0.09806009477417171, -1.3255451366197368)
(0.39771169719593097, 0.08207189936642648, -1.2645695268636392)
(0.4036157646066434, 0.06235773513174514, -1.2798134293026635)
(0.4093601077528948, 0.04418933125930738, -1.2645695268636392)
(0.4157937720766963, 0.02384071892217709, -1.2645695268636392)
(0.422686983852198, 0.002038634275251777, -1.2645695268636392)
(0.42849736992361975, -0.01849663963037694, -1.295057331741688)
(0.4348387756610516, -0.03967111232688652, -1.2798134293026637)
(0.44085667552073843, -0.06093978887200198, -1.295057331741688)
(0.4471980812581703, -0.08211426156851157, -1.2798134293026637)
(0.4532159811178571, -0.10338293811362703, -1.295057331741688)
(0.4589089767080014, -0.12474087626112995, -1.3103012341807123)
(0.4644056621053821, -0.14536233378285693, -1.3103012341807123)
(0.47029496788828995, -0.16745675255613582, -1.3103012341807123)
(0.4761842736711978, -0.1895511713294147, -1.3103012341807123)
(0.4816809590685785, -0.21017262885114169, -1.3103012341807123)
(0.48704772749605774, -0.23161486561291109, -1.3255451366197366)
