(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.32, 0.32, 1.5707963267948966)
(0.31995353188720016, 0.31847631816634914, 1.5403085219168478)
(0.31980347381198404, 0.3177290404549268, 1.3726255950875794)
(0.3201400153278178, 0.31841291267401933, 1.1134792536241647)
(0.3196053686184447, 0.31786968684613304, 0.7933573024046525)
(0.3196053686184447, 0.31786968684613304, 0.4579914487461159)
(0.3196053686184447, 0.31786968684613304, 0.061649985331481805)
(0.32032900356315724, 0.3176303254651271, -0.3194475756441279)
(0.3197615606000405, 0.31813919665465895, -0.7310329414977864)
(0.32155225777583174, 0.314775130852275, -1.0816426975953475)
(0.32955262201395624, 0.2991766637886717, -1.0968866000343718)
(0.33461457575731085, 0.2889253984919612, -1.112130502473396)
(0.3379892115862139, 0.2820912216274875, -1.112130502473396)
(0.34013028615688856, 0.2772043076242339, -1.1578622097904692)
(0.3432833677140038, 0.26861864289402476, -1.2188378195465668)
(0.3476182158302316, 0.25560195719138384, -1.2493256244246156)
(0.35242893742414544, 0.2395385641112731, -1.2798134293026644)
(0.35767699734477865, 0.22201486256933414, -1.2798134293026644)
(0.3628648420514052, 0.20367979658216565, -1.2950573317416887)
(0.36720906117017243, 0.18512673382417244, -1.3407890390587618)
(0.37143890441286714, 0.16420864388220122, -1.3712768439368106)
(0.37582468100927563, 0.14410214624813722, -1.3560329414977863)
(0.38020559008206656, 0.1224369816653813, -1.3712768439368106)
(0.38425574128989193, 0.10070755470801049, -1.386520746375835)
(0.38788691133828707, 0.08122599950485043, -1.386520746375835)
(0.392267820411078, 0.05956083492209452, -1.3712768439368106)
(0.39631797161890336, 0.037831407964723694, -1.386520746375835)
(0.40050778321320546, 0.015352690422615944, -1.386520746375835)
(0.4044182740345541, -0.005627445950017955, -1.386520746375835)
(0.4086080856288562, -0.028106163492125705, -1.386520746375835)
(0.41187721996080384, -0.04919575384845669, -1.4170085512538837)
(0.4153798638878906, -0.07179174351595417, -1.4170085512538837)
(0.4184324031600139, -0.0936836078653902, -1.432252453692908)
(0.4213796824572364, -0.11482058034070775, -1.432252453692908)
(0.4247655715867536, -0.136663370352622, -1.4170085512538837)
(0.42826821551384037, -0.15925936002011948, -1.4170085512538837)
(0.43177085944092713, -0.18185534968761696, -1.4170085512538837)
(0.4348233987130504, -0.20374721403705298, -1.432252453692908)
(0.4375418788029357, -0.22568306566635746, -1.4474963561319323)
(0.4403540995855757, -0.2483753259725345, -1.4474963561319323)
(0.4431663203682157, -0.2710675862787116, -1.4474963561319323)
(0.44597854115085567, -0.29375984658488863, -1.4474963561319323)
